codigo_de_barras;nome_produto;url_imagem;comprimento;largura;altura;dimensoes_unidade;peso;peso_unidade
7896637682091;Interruptor Sensor de Presença para Iluminação, Intelbras 360 E;https://m.media-amazon.com/images/I/41XK9MKnVnL.__AC_SX300_SY300_QL70_ML2_.jpg;20;16,7;8;cm;0,08;g
7899298652984;Interruptor Smart Wi-Fi Touch Compatível com Alexa Com 4 Teclas EWS 1004 Branco Intelbras;https://m.media-amazon.com/images/I/311PwEKwGgL.__AC_SX300_SY300_QL70_ML2_.jpg;13,3;12,3;4,3;cm;165;g
7899298652991;Interruptor Touch Inteligente Compatível com Alexa 4 Teclas EWS 1004 Preto Intelbras;https://m.media-amazon.com/images/I/31QaWQrwgAL.__AC_SX300_SY300_QL70_ML2_.jpg;13,6;12,4;4,6;cm;165;g
7899298638629;Interruptor Touch Inteligente, Compatível com Alexa, EWS 1101 Preto, Intelbras;https://m.media-amazon.com/images/I/31amOc62UDL.__AC_SX300_SY300_QL70_ML2_.jpg;14,2;9,4;5,2;cm;240;g
7899298653004;Intelbras, EWS 1006, Interruptor Touch Smart Wi-Fi com 6 teclas, Branco;https://m.media-amazon.com/images/I/31g9+QMqW6L._AC_SY300_SX300_.jpg;13,6;12,6;4,4;cm;550;g
7899298653103;Interruptor Smart Wi-Fi Touch Compatível com Alexa 6 Teclas EWS 1006 Preto Intelbras;https://m.media-amazon.com/images/I/41iVtzdf87L.__AC_SX300_SY300_QL70_ML2_.jpg;13,6;12,6;4,6;cm;40;g
7899298620709;Interruptor Touch Inteligente Compatível com Alexa Com 1 Tecla Compatível com Alexa EWS 1001 Preto Intelbras;https://m.media-amazon.com/images/I/51Q7smBsSnL.__AC_SX300_SY300_QL70_ML2_.jpg;14,4;8,4;4,5;cm;165;g
7899298620648;Interruptor Touch Inteligente Compatível Com Alexa Com 2 Teclas EWS 1002 Branco Intelbras;https://m.media-amazon.com/images/I/51ZLRyL29IL.__AC_SX300_SY300_QL70_ML2_.jpg;14,4;8,4;5;cm;165;g
7899298620655;;;7,2;3,9;11,8;cm;165;g
7899298620570;Interruptor Touch Inteligente Compatível Com Alexa Com 3 Teclas EWS 1003 Branco Intelbras;https://m.media-amazon.com/images/I/51K1C3EGxJL.__AC_SX300_SY300_QL70_ML2_.jpg;14;9;5;cm;165;g
7899298620624;Interruptor Touch Inteligente Compatível Com Alexa Com 3 Teclas EWS 1003 Preto Intelbras;https://m.media-amazon.com/images/I/31aDRzQ1LYL.__AC_SX300_SY300_QL70_ML2_.jpg;14,6;8,6;5;cm;165;g
7899838822990;Irrigador Oral Clearpik Portable 200ml Recarregável Multi Saúde - HC036;https://m.media-amazon.com/images/I/41fgVKfEqjL.__AC_SX300_SY300_QL70_ML2_.jpg;25;16;9,2;cm;0,58;g
7896637674133;ISOLADOR DE LAÇO Intelbras IDL 520;https://m.media-amazon.com/images/I/5126HNVtoqL.__AC_SY300_SX300_QL70_ML2_.jpg;20;20;20;cm;150;g
7897013561276;Carregador USB de Tomada + Carregador Veicular 1 Saída 1A 5W + Cabo MicroUSB de 1 Metro Elgin Branco Bivolt;https://m.media-amazon.com/images/I/41k5uUnmEwL.__AC_SY300_SX300_QL70_ML2_.jpg;13,8;9,4;2,6;cm;53;g
7898566591185;Kit Cabo Rg59 40% 15mts (exclusivo Kits Indiv. 44775/44776) Century;https://m.media-amazon.com/images/I/41CIzP8bgfL.__AC_SY300_SX300_QL70_ML2_.jpg;32;32;10;cm;4,51;kg
7899831333493;WAP Kit de Ferramentas Manuais WF M110 em Cromo Vanádio, com 110 Peças e Maleta Organizadora;https://m.media-amazon.com/images/I/91IpqRJmM0L.__AC_SX300_SY300_QL70_ML2_.jpg;42,9;41,1;8,6;cm;6,95;kg
7896637648370;;;0,92;0,24;0,14;cm;3,55;g
7899838807171;Kit Teclado e Mouse sem fio Slim Multi conexão USB Preto - TC202;https://m.media-amazon.com/images/I/51SHKP6MZFL.__AC_SY300_SX300_QL70_ML2_.jpg;41,6;11,4;4,4;cm;420;g
7899838887456;KIT TECLADO E MOUSE SEM FIO TC251;https://m.media-amazon.com/images/I/41PwQ3s3NiL.__AC_SX300_SY300_QL70_ML2_.jpg;51,1;18,5;5;cm;570;g
7898555213661;Combo C3Tech sem Fio K-W10BK Preto, Teclado e Mouse, Incluso Receptor Nano USB 1 Pilha AA e 2 Pilhas AAA Layout ABNT2 Multimidia, Mouse Ambidestro;https://m.media-amazon.com/images/I/61GEGDQKF-L.__AC_SX300_SY300_QL70_ML2_.jpg;52,4;16,2;4,4;cm;430;g
7898555218666;C3Tech Combo Teclado e Mouse sem fio Preto K-W100BK - Layout ABNT2 Multimídia, Anti Respingo, teclas de atalho multimidia oferece alto desempenho e durabilidade, MacOS, Linux, PC;https://m.media-amazon.com/images/I/41TUNu9lb4L.__AC_SX300_SY300_QL70_ML2_.jpg;52,8;15,2;4;cm;440;g
7898555218567;C3Tech combo Teclado e Mouse sem fio K-W60BK preto wifi layout ABNT2 ambidestro DPI ajustavel 12 teclas de atalho multimidia anti respingo regulagem de altura Slim receptor Nano USB;https://m.media-amazon.com/images/I/51ONJ08xSSL.__AC_SX300_SY300_QL70_ML2_.jpg;54,4;20,7;5,1;cm;435;g
7898491460341;Teclado + Mouse Optico sem Fio 1000DPI K-W600BK Preto C3 TECH;https://m.media-amazon.com/images/I/61z7yGVplQL.__AC_SX300_SY300_QL70_ML2_.jpg;52;14;5;cm;700;g
7898555213364;;;44,2;2,2;15,7;cm;700;g
7897013573354;Kit Veicular Powerbank 3000mAh, Suporte Veicular, Carregador USB Veicular 2 Saídas 2.1A 10W, Cabo microUSB Elgin, Elgin, 46RKITCARRO0, Branco, Cinza;https://m.media-amazon.com/images/I/51F72kvO5oL.__AC_SX300_SY300_QL70_ML2_.jpg;19,4;16,8;3,8;cm;175;g
7898506460526;;;20;20;20;cm;500;g
7897013572876;Lampada Bulbo Led A55 6w Bivolt 6500k Elgin;https://m.media-amazon.com/images/I/51IabNueDJL.__AC_SX300_SY300_QL70_ML2_.jpg;11;5,6;5,6;cm;30;g
7897013572890;Lampada Bulbo Led A60 9w Bivolt 6500k Elgin;https://m.media-amazon.com/images/I/31zDPp-KbLL.__AC_SY300_SX300_QL70_ML2_.jpg;11,2;6,1;6,1;cm;54;g
7897013589164;;;6,6;1,8;1,8;cm;180;g
7899298607267;Lâmpada LED Smart Wi-Fi EWS 409 - Intelbras;https://m.media-amazon.com/images/I/41F73leoc7L.__AC_SY445_SX342_QL70_ML2_.jpg;23;19;13;cm;300;g
7896637634168;Lâmpada Smart Inteligente EWS 410 com 16 milhões de cores Wi-Fi compatível com Alexa Intelbras;https://m.media-amazon.com/images/I/61b4xy6DawL.__AC_SY300_SX300_QL70_ML2_.jpg;15,3;6,3;6,2;cm;70;g
7898105779265;Lanterna De 11 Leds;https://m.media-amazon.com/images/I/51IbP2vSkKL.__AC_SX300_SY300_QL70_ML2_.jpg;28,6;12,2;8,6;cm;0,34;g
7898152180625;WAP Lavadora de Alta Pressão OUSADA PLUS 2200, com Jato Leque e Concentrado, 342L/h, 1750psi 1500W 220V;https://m.media-amazon.com/images/I/711W3v-nNpL.__AC_SX300_SY300_QL70_ML2_.jpg;65;26;26;cm;4,6;kg
7896637618311;Cadastrador E Leitor De Rfid Cm 100 Intelbras;https://m.media-amazon.com/images/I/41wzhXWZrgL.__AC_SX300_SY300_QL70_ML2_.jpg;20;20;20;cm;1;kg
7897013537738;Leitor De Código De Barras, Elgin, Portátil, Br220, Bluetooth;https://m.media-amazon.com/images/I/31u6vmyKAiL._SY445_SX342_QL70_ML2_.jpg;19;13;4;cm;340;g
7898476327195;Leitor de Cartão de Memória Multilaser Interno 30 em 1- AC069;https://m.media-amazon.com/images/I/518R0cHhbBL.__AC_SX300_SY300_QL70_ML2_.jpg;14,4;10,8;3;cm;500;g
7898938795951;Leitor E Gravador De Cartões Smart Card Usb 2.0 Comtac 9202;https://m.media-amazon.com/images/I/41EERxx7LqL.__AC_SX300_SY300_QL70_ML2_.jpg;16,1;10,6;4,5;cm;80;g
7897013528859;BEMATECH Leitor De Código De Barras, Elgin, Fixo, 2D, Usb;https://m.media-amazon.com/images/I/51XWr9pbDAL.__AC_SX300_SY300_QL70_ML2_.jpg;25,2;16,4;10,6;cm;350;g
7898914271639;Leitor de Boleto e Cheque Nonus Handbank Eco-10 CMC7;https://m.media-amazon.com/images/I/51jX7gmBc+L._AC_SY300_SX300_.jpg;20,4;15,2;8;cm;560;g
7898914271752;Leitor SmartCard para e-CPF/e-CNPJ/OAB/CRC/NFe - Nonus;https://m.media-amazon.com/images/I/41WbMShiQ8S.__AC_SX300_SY300_QL70_ML2_.jpg;10;9,4;3;cm;70;g
7897013556104;Leitor De Codigo De Barras Quick Scan 400 Scan/Seg Usb Preto, Elgin, 46QW2120LUCK;https://m.media-amazon.com/images/I/51yOCWsN0dS.__AC_SX300_SY300_QL70_ML2_.jpg;22,4;10,8;10;cm;0,54;g
7896689112614;KIT Limpa Telas Brasforma ALT0.2 - Ideal para limpeza de TV s, Monitores, Notebooks, Tablets e Celulares;https://m.media-amazon.com/images/I/615s39Q3BHS.__AC_SX300_SY300_QL70_ML2_.jpg;18,5;9,1;3,4;cm;300;g
7899831335282;WAP Liquidificador com Copo de Vidro WAP WB2000 2 Litros com Velocidade Variável 1000W 220V;https://m.media-amazon.com/images/I/71xKiJ1OkFL.__AC_SX300_SY300_QL70_ML2_.jpg;36,1;28,2;24,9;cm;4,36;kg
7898461969263;LIQUIDIFICADOR FORZA LQLF-02 PR LEITOSO 1,5L 850W 220V AGRATTO;https://m.media-amazon.com/images/I/51QSnRWUozL.__AC_SX300_SY300_QL70_ML2_.jpg;29,9;24,6;17,1;cm;2;kg
7898931486283;Lnbf Ku Duplo Antena 60/90cm Century;https://m.media-amazon.com/images/I/51cSfuUZ0VL.__AC_SX300_SY300_QL70_ML2_.jpg;10;7;7;cm;200;g
7898931485002;Kit Antena Parabólica c/Receptor Digital Century Midiabox B7 Sat Hd Regional;https://m.media-amazon.com/images/I/81RFCKULw2L.__AC_SX300_SY300_QL70_ML2_.jpg;64;34,7;10,5;cm;4,16;kg
7897013558924;Luminária De Emergência 30 LEDS 2W Elgin Bivolt Bateria até 6 horas Luz Branca Fria;https://m.media-amazon.com/images/I/51xj6JfJP8L.__AC_SY445_SX342_QL70_ML2_.jpg;20,6;6,2;3;cm;160;g
7896637674300;Luminária de Emergência Intelbras Autônoma LDE 30L Branco;https://m.media-amazon.com/images/I/412rwy-MpML.__AC_SX300_SY300_QL70_ML2_.jpg;22;6;3,2;cm;0,16;g
7896637628341;Luminária de Emergência Autônoma LEA 150 Branco Intelbras;https://m.media-amazon.com/images/I/41y8s-i7Z7L.__AC_SX300_SY300_QL70_ML2_.jpg;21,9;6,5;4,9;cm;109;g
7896637680752;Luminária de Emergência Autônoma LEA30 Branco Intelbras;https://m.media-amazon.com/images/I/41cW6k6eZBL.__AC_SX300_SY300_QL70_ML2_.jpg;16,2;4,6;2,8;cm;0,94;g
7899298649663;Luminária de Emergência LEA 31 Branco Intelbras;https://m.media-amazon.com/images/I/41B1imwZJBL.__AC_SX300_SY300_QL70_ML2_.jpg;18,4;5,4;3,3;cm;200;g
7897013584169;Luminária LED Ecospot 3w 3000k MR11 Elgin Quadrada de Embutir Bivolt Luz Amarela Quente;https://m.media-amazon.com/images/I/51b4K0zJ8nL.__AC_SY300_SX300_QL70_ML2_.jpg;8,2;7,8;3,4;cm;100;g
7897013586491;Luminária LED Ecospot 5W 3000K MR16 Elgin Quadrada Direcionável Bivolt Luz Amarela Quente;https://m.media-amazon.com/images/I/610-TPe6jmL.__AC_SX300_SY300_QL70_ML2_.jpg;12,2;9,8;3,8;cm;100;g
7897013558863;Luminária LED 18w 2700k Elgin Downlight Quadrada de Embutir Bivolt Luz Amarela Quente;https://m.media-amazon.com/images/I/31ms5ynXGBL.__AC_SX300_SY300_QL70_ML2_.jpg;30;23;3,2;cm;540;g
7897013558849;Luminária LED 12w 2700k Elgin Quadrada de Embutir Bivolt Luz Amarela Quente;https://m.media-amazon.com/images/I/31ms5ynXGBL.__AC_SX300_SY300_QL70_ML2_.jpg;22,4;18,6;3;cm;368;g
7897013561610;Luminária LED 24w 6500k Elgin Quadrada de Embutir Bivolt Luz Branca Fria;https://m.media-amazon.com/images/I/51TtBYpOX5L.__AC_SX300_SY300_QL70_ML2_.jpg;36,2;31,2;3;cm;11;g
7897013561634;Luminária LED 24w 6500k Elgin Redonda de Sobrepor Bivolt Luz Branca Fria;https://m.media-amazon.com/images/I/41vXTxE7aeL.__AC_SX300_SY300_QL70_ML2_.jpg;32,4;30,6;4,2;cm;0,91;g
7897013561658;Luminária LED 6500k 24w Elgin Quadrada de Sobrepor Bivolt Luz Branca Fria;https://m.media-amazon.com/images/I/31mXAYpkSZL.__AC_SX300_SY300_QL70_ML2_.jpg;33;30,2;3,6;cm;1,15;g
7897013558856;;;2,3;17,2;17,2;cm;4;g
7897013558870;Luminária LED de Embutir 18w 6500k Elgin Quadrada Bivolt Luz Branca Fria;https://m.media-amazon.com/images/I/31mXAYpkSZL.__AC_SX300_SY300_QL70_ML2_.jpg;25,3;22,7;2,6;cm;0,54;g
7897013558832;Luminária LED 6w 6500k Elgin Quadrada de Embutir Bivolt Luz Branca Fria;https://m.media-amazon.com/images/I/41drVZPUPRL.__AC_SY300_SX300_QL70_ML2_.jpg;16,6;13;3,6;cm;120;g
7897013558771;Luminária 6w 6500k Elgin Redonda de Embutir 220V Luz Branca Fria;https://m.media-amazon.com/images/I/41o876LKeJL.__AC_SY300_SX300_QL70_ML2_.jpg;18,4;13,2;3,2;cm;160;g
7899831306800;;;6,6;33;26;cm;1,8;kg
7899831306794;WAP Kit de Ferramentas Manuais MKF21 com 21 Peças e Maleta Organizadora;https://m.media-amazon.com/images/I/91Vp0ENt2iL.__AC_SX300_SY300_QL70_ML2_.jpg;18,6;15,4;4,4;cm;700;g
7899831306084;"WAP Martelete Rompedor Perfurador 1/2"" EMPR 900K SDS PLUS com Engate Rápido e Punho Auxiliar Multidirecional, 900W 220V";https://m.media-amazon.com/images/I/71elQTIrZ9L.__AC_SX300_SY300_QL70_ML2_.jpg;42,9;29;12,7;cm;3;kg
7899838807058;Placa De Memória Multilaser Dimm Ddr3 4Gb Pc312800 - MM410;https://m.media-amazon.com/images/I/71LfzU7U8sL.__AC_SY300_SX300_QL70_ML2_.jpg;14,2;4,2;0,8;cm;80;g
7899838836409;Pen Drive 2 em 1 Leitor USB + Cartão de Memória Classe 10 32GB Preto Multi - MC163;https://m.media-amazon.com/images/I/41zm8SRAa9L.__AC_SX300_SY300_QL70_ML2_.jpg;15;9,4;1;cm;10;g
7898966439087;Memória Notebook Win Memory 4GB DDR4 2666MHz   WHS64S4AZO;https://m.media-amazon.com/images/I/61+nwclZscL._AC_SY300_SX300_.jpg;7;2;1;cm;60;g
7896643437036;Mesa para Escritório Boss Branco 3703 - Multivisão;https://m.media-amazon.com/images/I/41uGkQQi-+L._AC_SY300_SX300_.jpg;107;47;10;cm;20000;g
7896643437043;Mesa para Escritório Boss Preto 3704 - Multivisão;https://m.media-amazon.com/images/I/51DRG9tn3xL.__AC_SX300_SY300_QL70_ML2_.jpg;107;47;10;cm;20000;g
7896637656146;Mesa De Controle IP INTELBRAS VTN 2000;https://m.media-amazon.com/images/I/41rLAb6kA3L.__AC_SY300_SX300_QL70_ML2_.jpg;40;40;40;cm;3000;g
7896637635738;Mesa controladora híbrida - IP e Analógica Intelbras VTN 2000 G2;https://m.media-amazon.com/images/I/5144jOaRFDL.__AC_SX300_SY300_QL70_ML2_.jpg;43;25;16;cm;1,2;kg
7896359557929;Mesa de Som Digital UI24R Preta Soundcraft;https://m.media-amazon.com/images/I/71cMAG4YC0L.__AC_SX300_SY300_QL70_ML2_.jpg;57;26,5;23,5;cm;2,1;kg
7899638105378;Mesa Gamer HMG01 Azul Fortrek;https://m.media-amazon.com/images/I/71S3yatyYdL.__AC_SX300_SY300_QL70_ML2_.jpg;122,6;83,8;14;cm;18;kg
7899638106207;;;120;85;78;cm;18;kg
7899638105514;Mesa Gamer HMG01 Verde Fortrek;https://m.media-amazon.com/images/I/71jn0QvCtRL.__AC_SX300_SY300_QL70_ML2_.jpg;122;81;15;cm;18;kg
7899638105507;Mesa Gamer HMG01 Vermelha Fortrek;https://m.media-amazon.com/images/I/71t7B2-812L.__AC_SX300_SY300_QL70_ML2_.jpg;118,8;83,2;13,6;cm;18;kg
7899638107709;FORTREK, Mesa Gamer, Preta/Azul, Borda De 15mm - VICKERS;https://m.media-amazon.com/images/I/41jxovW9JUL.__AC_SX300_SY300_QL70_ML2_.jpg;120;80;77;cm;18,8;kg
7899638107716;Mesa para Computador Gamer VICKERS Cinza c/Preto, Base reforçada, Suporta até 150Kg - FORTREK;https://m.media-amazon.com/images/I/81Bdozo3kIL.__AC_SX300_SY300_QL70_ML2_.jpg;120;80;77;cm;18,8;kg
7899638107129;FORTREK, Mesa Gamer, Preta/Azul, Borda De 27mm - VICKERS;https://m.media-amazon.com/images/I/41Dw7jek3tL.__AC_SX300_SY300_QL70_ML2_.jpg;120;80;77;cm;20,8;kg
7896643445581;COMPACT-OFFICE-UV-BR;https://m.media-amazon.com/images/I/21-g6XIiLpL.__AC_SX300_SY300_QL70_ML2_.jpg;90,8;47,4;8,6;cm;16,6;kg
7898149184384;Mesa de Canto para Computador 90x90cm Branco Fosco - EI076;https://m.media-amazon.com/images/I/41sOgrVerHL.__AC_SX300_SY300_QL70_ML2_.jpg;99,8;98,2;7,5;cm;22;kg
7898566207925;Microfone de lapela com cabo 1,5m e plug P2 stereo - Micn0003;https://m.media-amazon.com/images/I/61EuXT0B3WL.__AC_SX300_SY300_QL70_ML2_.jpg;20;19;9;cm;200;g
7898615158406;Microfone, Flex, Lapela, P3, Estéreo;https://m.media-amazon.com/images/I/515DLCt22BL.__AC_SX300_SY300_QL70_ML2_.jpg;11,2;7,8;2,2;cm;45;g
7898566209783;Microfone Lapela Conector Tipo C MICN0005 STORM;https://m.media-amazon.com/images/I/51Rwx0+ShML._AC_SY300_SX300_.jpg;15;13;1;cm;20;g
7899638107228;HAYONIK, Microfone Dinâmico Supercardióide, C/Cabo 3M, Preto - MDH-102;https://m.media-amazon.com/images/I/51OvtjjgkwL.__AC_SX300_SY300_QL70_ML2_.jpg;18,2;8;5,3;cm;270;g
7898554601100;Microfone Dinâmico Supercardióide Cabo 3M Mdc101 Preto Harmonics, Harmonics, Mdc101,;https://m.media-amazon.com/images/I/51cLcfairCL.__AC_SX300_SY300_QL70_ML2_.jpg;18,2;8;5,2;cm;420;g
7896637625869;Microfone para CFTV MIC 3080 - Intelbras;https://m.media-amazon.com/images/I/41fcLg45F3L.__AC_SX300_SY300_QL70_ML2_.jpg;11,2;7,7;3,1;cm;50;g
7896637689311;Microfone Para Cftv Mic 1050 Intelbras;https://m.media-amazon.com/images/I/31UuR2P06vL.__AC_SY300_SX300_QL70_ML2_.jpg;11,1;7,6;2,4;cm;40;g
7898587270427;OEX GAME Microfone Gamer Rook MG100 - Omnidirecional - Preto;https://m.media-amazon.com/images/I/41iV733SN4L.__AC_SX300_SY300_QL70_ML2_.jpg;20,8;16,2;11,4;cm;320;g
7899854521662;Microfone Sem Fio Karsect Krd200 Dm Duplo Mão;https://m.media-amazon.com/images/I/51z9S3bms3L.__AC_SY300_SX300_QL70_ML2_.jpg;38;32;9;cm;1,95;kg
7898587273541;Microfone Gamer Profissional Skipper - USB - Com boatão mute - MG200 - OEX GAME - Preto;https://m.media-amazon.com/images/I/61ol-zgi+5L._AC_SY300_SX300_.jpg;14,5;14,5;7;cm;511;g
7898555219021;C3Tech Microfone Streaming MI-100BK Preto - Conexão USB, Microfone profissional Condensador, Plug and Play, Botão Mudo, Ajuste de reverberação, Botão de volume;https://m.media-amazon.com/images/I/41pI6Pd22VL.__AC_SX300_SY300_QL70_ML2_.jpg;41,9;20,9;6,7;cm;410;g
7899298628774;Minibotão Smart ISW 1001 Branco Intelbras;https://m.media-amazon.com/images/I/31AJxzNVEeL.__AC_SX300_SY300_QL70_ML2_.jpg;5,9;5,7;3,2;cm;30;g
7897982202095;Hub Mini Usb 2.0 1Entr/4Saidas Pto;https://m.media-amazon.com/images/I/513OQmibhEL.__AC_SY300_SX300_QL70_ML2_.jpg;17,4;10,6;3,8;cm;0,02;g
7897013568916;Mini Luminária LED Portátil 3w 6500k Elgin À Pilha AAA Luz Branca Fria;https://m.media-amazon.com/images/I/51kB+YtU9IL._AC_SY300_SX300_.jpg;16,4;9,6;2,2;cm;0,09;g
7897982203726;TECLADO BRIGHT MINI 0505 USB C/FIO PRETO;https://m.media-amazon.com/images/I/61XnI4hctKL.__AC_SX300_SY300_QL70_ML2_.jpg;32,8;18,4;3,8;cm;0,35;g
7898461967887;Ventisol Ventilador de Mesa Mini, 20cm, 220V;https://m.media-amazon.com/images/I/61ZaI53UUJL.__AC_SX300_SY300_QL70_ML2_.jpg;21,7;21,3;17,4;cm;800;g
7899980101127;Mochila Kross Fashion para Notebook 15.6” Cinza KE-BPH50GY;https://m.media-amazon.com/images/I/51Pm2DVNWFL.__AC_SX300_SY300_QL70_ML2_.jpg;44,5;34;9;cm;720;g
7899980101110;Mochila Kross Corporate para Notebook 15.6” KE-BPH40BL Azul;https://m.media-amazon.com/images/I/61+OpWnLiJL._AC_SY300_SX300_.jpg;49,6;33,5;8,8;cm;860;g
7899298637967;Módulo Interno para Videoporteiro Allo wT7 Lite Intelbras;https://m.media-amazon.com/images/I/51gsIgbsbvL.__AC_SX300_SY300_QL70_ML2_.jpg;28,1;20,2;4,8;cm;1,3;kg
7897020624858;ESTABILIZADOR SMS PROGRESSIVE III UAP 500 BII MODULO ISOL. 5 NT - BIVOLT ENT.: 115/ 220V | SAÍDA: 115V - 5 TOMADAS - PN 16213;https://m.media-amazon.com/images/I/81WuWxRwLJL.__AC_SX300_SY300_QL70_ML2_.jpg;35,2;16,6;11,8;cm;4;kg
7899298652328;Onu Gpon Intelbras 1lan Giga R1 Ipv6 4780056;https://m.media-amazon.com/images/I/41l+YEKTL-L._AC_SX300_SY300_.jpg;9,6;8,9;6;cm;180;g
7896637624978;Módulo Gprs Xag 8000 3g Para Central Amt 8000 Intelbras;https://m.media-amazon.com/images/I/51qG4rW2c1L.__AC_SX300_SY300_QL70_ML2_.jpg;10;10;10;cm;50;g
7899298617686;Módulo de Bateria Intelbras 12V MB 0145 Cinza;https://m.media-amazon.com/images/I/51NbcFDBz1L.__AC_SX300_SY300_QL70_ML2_.jpg;40,5;31,1;22,5;cm;18,1;kg
7896637694278;Módulo de Bateria Intelbras para Nobreak MB 1209 72V TW Preto;https://m.media-amazon.com/images/I/51BGYIMhscL.__AC_SX300_SY300_QL70_ML2_.jpg;74;53;38;cm;37,2;kg
7897020632624;Modulo de Bateria Li 12V 40Ah, SMS, 62271, Preto;https://m.media-amazon.com/images/I/81EL5A0ZOrL.__AC_SX300_SY300_QL70_ML2_.jpg;34;30,2;22,6;cm;15;kg
7896637681322;Módulo Comunicador Ethernet/GPRS XEG 4000 Smart 4540037 Intelbras;https://m.media-amazon.com/images/I/516VafUH7yL.__AC_SX300_SY300_QL70_ML2_.jpg;21;19;10;cm;150;g
7896637679176;Módulo Expansor de Entrada e Saída de Alarme para DVR Intelbras - Multi-BOX Intelbras;https://m.media-amazon.com/images/I/411pzbIvjOL.__AC_SX300_SY300_QL70_ML2_.jpg;10;10;5;cm;500;g
7896637676175;;;40;40;40;cm;50;g
7896637679077;;;10;10;6;cm;50;g
7896637673006;MODULO GPRS INTELBRAS XG 4000 SMART;https://m.media-amazon.com/images/I/310uFIgmx4L.__AC_SY300_SX300_QL70_ML2_.jpg;14;9;4;cm;100;g
7896637657341;MODULO INTELIGENTE DE PORTARIA INTELBRAS MIP 1000;https://m.media-amazon.com/images/I/51nTPYgAyqL.__AC_SX300_SY300_QL70_ML2_.jpg;40;25;10;cm;500;g
7899298632566;Módulo Interno Campainha Intelbras CMI 101 Branco;https://m.media-amazon.com/images/I/31zntSX01WL.__AC_SX300_SY300_QL70_ML2_.jpg;9,5;8,6;7;cm;100;g
7899298632634;Módulo Interno Campainha Intelbras CMI 101 Preta;https://m.media-amazon.com/images/I/41hPxpCboGL.__AC_SX300_SY300_QL70_ML2_.jpg;9,2;8,4;6,6;cm;80;g
7896637635684;Módulo Interruptor Relé Intelbras Sem Fio Allo XR1 Branco;https://m.media-amazon.com/images/I/41pqxWGlasL.__AC_SX300_SY300_QL70_ML2_.jpg;11,2;8,8;3,2;cm;48;g
7896637666923;Módulo Mini-Gbic Gigabit Monomodo Kgsd 2110 A, Intelbras, Metal, Único, Pacote De 1;https://m.media-amazon.com/images/I/51gRioa1AoL.__AC_SY300_SX300_QL70_ML2_.jpg;12,8;8,5;3;cm;0,02;g
7896637666916;Módulo Mini-Gbic Gigabit Monomodo Kgsd 2110 B, Intelbras, Metal, Único, Pacote De 1;https://m.media-amazon.com/images/I/31ByeysufoL.__AC_SX300_SY300_QL70_ML2_.jpg;12,8;8,5;3;cm;0,02;g
7896637667807;Módulo Mini-Gbic Gigabit Monomodo Kgs 2110, Intelbras, Metal, Único, Pacote De 1;https://m.media-amazon.com/images/I/5146n7mLGKL.__AC_SX300_SY300_QL70_ML2_.jpg;12,8;8,5;3;cm;0,02;g
7896637667791;MODULO GBIC Intelbras GIGA MULTI 0.5KM KGM 2105;https://m.media-amazon.com/images/I/51hpiXaqNDL.__AC_SX300_SY300_QL70_ML2_.jpg;20;15;10;cm;100;g
7896637613422;;;5,5;1,4;1,2;cm;0,02;g
7896637670944;Módulo Universal Para Centrais de Alarme GPRS 1000 UN Intelbras;https://m.media-amazon.com/images/I/51xMUaUwm8L.__AC_SX300_SY300_QL70_ML2_.jpg;14;11;4;cm;220;g
7896637619073;Mola Hidráulica Aérea para Porta Intelbras MH 102 A para 45Kg Prata;https://m.media-amazon.com/images/I/41mL-JUCoPL.__AC_SX300_SY300_QL70_ML2_.jpg;26,8;9,4;7,2;cm;1,07;kg
7896637699969;Mola Hidráulica Aérea para Porta Intelbras para 45Kg MH 102 A Preta;https://m.media-amazon.com/images/I/41b1xgA0nQL.__AC_SX300_SY300_QL70_ML2_.jpg;26,8;9,4;8;cm;1,07;kg
7896637619066;Mola Hidráulica Aérea para Porta Intelbras MH 103 A para 65Kg Prata;https://m.media-amazon.com/images/I/415WKmB3yYL.__AC_SX300_SY300_QL70_ML2_.jpg;26,7;9,3;7,4;cm;1,39;kg
7896637699983;Mola Hidráulica Aérea para Porta Intelbras MH 103 A para 65Kg Preta;https://m.media-amazon.com/images/I/41uNxoo7zUL.__AC_SX300_SY300_QL70_ML2_.jpg;26,8;9,3;7,8;cm;1,39;kg
7896637619059;Mola Hidráulica Aérea para Porta Intelbras MH 104 A para 85Kg Prata;https://m.media-amazon.com/images/I/41df14775KS.__AC_SX300_SY300_QL70_ML2_.jpg;31,6;11;8,2;cm;1781,99;kg
7896637699976;intelbras Mola Hidráulica Aérea para Porta MH 104 A para 85Kg Preta;https://m.media-amazon.com/images/I/41McyeyNbyL.__AC_SX300_SY300_QL70_ML2_.jpg;31,6;10,8;8;cm;1781,99;kg
7893299917622;"Monitor LG 23.8"" Full HD Inclinação 75Hz 5ms Preto 24MP400-B.AWZM";https://m.media-amazon.com/images/I/616lu1+PF7L._AC_SY300_SX300_.jpg;61,4;41;15;cm;2,6;kg
7893299918049;Monitor LG 21.5 LED IPS,HDMI, Display Port 22BN550Y-B Pivoltante;https://m.media-amazon.com/images/I/41g-3IbfxCL.__AC_SY300_SX300_QL70_ML2_.jpg;57,7;37,5;18,3;cm;4,3;kg
